Age,Attrition,BusinessTravel,DailyRate,Department,DistanceHome,Education,HourlyRate,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,0,Travel Rarely,182,Research & Development,8,5,93,Research Director,3,2,1,0
34,0,Travel Frequently,560,Research & Development,1,4,91,Research Scientist,4,3,1,3
31,1,Travel Rarely,202,Research & Development,8,3,34,Research Scientist,1,0,0,0
27,0,Travel Rarely,1377,Research & Development,11,1,91,Laboratory Technician,5,0,1,4
36,0,Travel Rarely,172,Research & Development,4,4,37,Laboratory Technician,10,4,1,8
36,0,Travel Rarely,329,Sales,16,4,98,Sales Executive,3,2,0,2
47,0,Travel Rarely,465,Research & Development,1,3,74,Research Scientist,6,5,1,2
25,1,Travel Rarely,383,Sales,9,2,68,Sales Representative,3,2,2,2
37,0,Non-Travel,1413,Research & Development,5,2,84,Laboratory Technician,6,5,1,3
56,0,Travel Rarely,1255,Research & Development,1,2,90,Research Scientist,3,2,1,0
47,0,Travel Rarely,359,Research & Development,2,4,82,Research Director,20,17,5,6
24,0,Travel Rarely,1476,Sales,4,1,42,Sales Executive,5,4,0,3
32,0,Travel Rarely,601,Sales,7,5,97,Sales Executive,4,3,0,3
34,0,Travel Rarely,401,Research & Development,1,3,86,Laboratory Technician,5,4,0,2
41,0,Travel Rarely,1283,Research & Development,5,5,90,Research Scientist,4,2,0,3
40,0,Non-Travel,663,Research & Development,9,4,81,Laboratory Technician,8,7,0,7
31,0,Travel Rarely,326,Sales,8,2,31,Sales Executive,13,7,9,9
46,1,Travel Rarely,377,Sales,9,3,52,Sales Executive,7,7,4,3
39,1,Non-Travel,592,Research & Development,2,3,54,Laboratory Technician,1,0,0,0
31,1,Travel Frequently,1445,Research & Development,1,5,100,Manufacturing Director,10,8,4,7
45,0,Travel Rarely,1038,Research & Development,20,3,95,Healthcare Representative,7,7,0,7
31,0,Travel Rarely,1398,Human Resources,8,2,96,Human Resources,3,2,0,2
31,1,Travel Frequently,523,Research & Development,2,3,94,Laboratory Technician,2,2,2,2
45,0,Travel Rarely,1448,Research & Development,29,3,55,Manufacturing Director,3,1,1,2
48,0,Travel Rarely,1221,Sales,7,3,96,Sales Executive,2,2,2,2
34,1,Travel Rarely,1107,Human Resources,9,4,52,Human Resources,2,2,2,2
40,0,Non-Travel,218,Research & Development,8,1,55,Research Director,9,8,4,8
28,0,Travel Rarely,866,Sales,5,3,84,Sales Executive,5,4,1,3
44,0,Non-Travel,981,Research & Development,5,3,90,Laboratory Technician,5,2,0,3
53,0,Travel Rarely,447,Research & Development,2,3,39,Research Director,9,8,8,8
49,0,Travel Rarely,1495,Research & Development,5,4,96,Healthcare Representative,3,2,1,2
40,0,Travel Rarely,896,Research & Development,2,3,68,Research Scientist,3,1,1,2
44,0,Travel Rarely,1467,Research & Development,20,3,49,Research Scientist,5,2,1,3
33,0,Travel Frequently,430,Sales,7,3,54,Sales Executive,4,3,0,3
34,0,Travel Rarely,1326,Sales,3,3,81,Sales Executive,13,9,3,12
30,0,Travel Rarely,1358,Sales,16,1,96,Sales Executive,2,1,2,2
42,0,Travel Frequently,748,Research & Development,9,2,74,Laboratory Technician,12,9,5,8
44,0,Travel Frequently,383,Sales,1,5,79,Sales Executive,1,0,0,0
30,0,Non-Travel,990,Research & Development,7,3,64,Research Scientist,1,0,0,0
57,0,Travel Rarely,405,Research & Development,1,2,93,Research Scientist,12,9,2,8
49,0,Travel Rarely,1490,Research & Development,7,4,35,Healthcare Representative,8,7,0,7
34,0,Travel Frequently,829,Research & Development,15,3,71,Research Director,14,8,6,9
28,1,Travel Frequently,1496,Sales,1,3,92,Sales Representative,3,2,1,2
29,1,Travel Frequently,115,Sales,13,3,51,Sales Executive,5,3,0,0
34,1,Travel Rarely,790,Sales,24,4,40,Sales Executive,15,9,10,10
35,0,Travel Rarely,660,Sales,7,1,76,Sales Representative,1,0,0,0
24,1,Travel Frequently,381,Research & Development,9,3,89,Laboratory Technician,0,0,0,0
24,0,Non-Travel,830,Sales,13,2,78,Sales Representative,1,0,0,0
44,0,Travel Frequently,1193,Research & Development,2,1,86,Manufacturing Director,2,2,2,2
29,0,Travel Rarely,1246,Sales,19,3,77,Sales Executive,10,7,0,4
30,0,Travel Rarely,330,Human Resources,1,3,46,Human Resources,5,3,1,3
55,0,Travel Rarely,1229,Research & Development,4,4,30,Healthcare Representative,3,2,1,2
33,0,Travel Rarely,1099,Research & Development,4,4,82,Laboratory Technician,5,4,0,2
47,0,Travel Rarely,571,Sales,14,3,78,Sales Executive,5,4,1,2
28,1,Travel Frequently,289,Research & Development,2,2,38,Laboratory Technician,0,0,0,0
28,0,Travel Rarely,1423,Research & Development,1,3,72,Research Scientist,1,0,0,0
28,0,Travel Frequently,467,Sales,7,3,55,Sales Executive,4,2,1,3
49,0,Travel Rarely,271,Research & Development,3,2,43,Laboratory Technician,3,2,1,2
29,0,Travel Frequently,410,Research & Development,2,1,97,Laboratory Technician,3,2,0,2
28,0,Travel Rarely,1083,Research & Development,29,1,96,Manufacturing Director,8,6,1,7
33,0,Travel Rarely,516,Research & Development,8,5,69,Healthcare Representative,0,0,0,0
32,0,Travel Rarely,495,Research & Development,10,3,64,Manager,5,2,0,0
54,0,Travel Frequently,1050,Research & Development,11,4,87,Manager,14,9,1,12
29,1,Travel Rarely,224,Research & Development,1,4,100,Research Scientist,9,7,0,7
44,0,Travel Rarely,136,Research & Development,28,3,32,Research Director,20,6,14,17
39,0,Travel Rarely,1089,Research & Development,6,3,32,Manufacturing Director,2,0,2,2
46,0,Travel Rarely,228,Sales,3,3,51,Manager,13,12,5,1
35,0,Travel Rarely,1029,Research & Development,16,3,91,Healthcare Representative,11,8,3,3
23,0,Travel Rarely,507,Research & Development,20,1,97,Laboratory Technician,4,3,1,2
40,1,Travel Rarely,676,Research & Development,9,4,86,Laboratory Technician,5,4,1,0
34,0,Travel Rarely,971,Sales,1,3,64,Sales Executive,10,9,8,6
31,1,Travel Frequently,561,Research & Development,3,3,33,Research Scientist,7,2,7,7
50,0,Travel Frequently,333,Research & Development,22,5,88,Research Director,32,6,13,9
34,0,Travel Rarely,1440,Sales,7,2,55,Sales Representative,11,10,5,7
42,0,Travel Rarely,1210,Research & Development,2,3,68,Laboratory Technician,1,0,0,0
37,0,Travel Rarely,674,Research & Development,13,3,47,Research Scientist,10,8,3,7
29,0,Travel Rarely,441,Research & Development,8,1,39,Healthcare Representative,7,7,0,7
33,0,Travel Rarely,575,Research & Development,25,3,44,Manufacturing Director,5,3,0,2
45,0,Travel Rarely,950,Research & Development,28,3,97,Research Scientist,5,4,0,3
42,0,Travel Frequently,288,Research & Development,2,3,40,Healthcare Representative,20,8,13,9
40,0,Travel Rarely,1342,Sales,9,2,47,Sales Executive,8,4,7,1
33,0,Travel Rarely,589,Research & Development,28,4,79,Laboratory Technician,15,14,5,7
40,0,Travel Rarely,898,Human Resources,6,2,38,Manager,21,7,7,7
24,0,Travel Rarely,350,Research & Development,21,2,57,Laboratory Technician,1,1,0,0
40,0,Non-Travel,1142,Research & Development,8,2,72,Healthcare Representative,2,2,2,2
45,0,Travel Rarely,538,Research & Development,1,4,66,Healthcare Representative,10,8,7,7
35,0,Travel Rarely,1402,Sales,28,4,98,Sales Representative,5,3,4,2
32,0,Travel Rarely,824,Research & Development,5,2,67,Research Scientist,7,1,2,5
36,0,Travel Rarely,1157,Sales,2,4,70,Sales Representative,3,2,1,2
48,0,Travel Rarely,492,Sales,16,4,96,Sales Executive,8,7,7,7
29,0,Travel Rarely,598,Research & Development,9,3,91,Research Scientist,1,0,0,0
33,0,Travel Rarely,1242,Sales,8,4,46,Sales Executive,2,2,2,2
30,1,Travel Rarely,740,Sales,1,3,64,Sales Executive,10,8,6,7
38,0,Travel Frequently,888,Human Resources,10,4,71,Human Resources,6,3,1,2
35,0,Travel Rarely,992,Research & Development,1,3,68,Laboratory Technician,3,0,1,2
30,0,Travel Rarely,1288,Sales,29,4,33,Sales Executive,4,2,1,3
35,1,Travel Rarely,104,Research & Development,2,3,69,Laboratory Technician,1,0,0,0
53,1,Travel Rarely,607,Research & Development,2,5,78,Manufacturing Director,33,7,1,9
38,1,Travel Rarely,903,Research & Development,2,3,81,Manufacturing Director,5,2,1,4
32,0,Non-Travel,1200,Research & Development,1,4,62,Research Scientist,6,5,1,2
48,0,Travel Rarely,1108,Research & Development,15,4,65,Research Scientist,8,2,7,6
34,0,Travel Rarely,479,Research & Development,7,4,35,Research Scientist,1,0,0,0
55,0,Travel Rarely,685,Sales,26,5,60,Manager,36,6,2,13
34,0,Travel Rarely,1351,Research & Development,1,4,45,Research Scientist,2,2,2,1
26,0,Travel Rarely,474,Research & Development,3,3,89,Research Scientist,1,0,0,0
38,0,Travel Rarely,1245,Sales,14,3,80,Sales Executive,9,8,7,7
38,0,Travel Rarely,437,Sales,16,3,90,Sales Executive,3,2,1,2
36,0,Travel Rarely,884,Sales,1,4,73,Sales Executive,1,0,0,0
29,0,Travel Rarely,1370,Research & Development,3,1,87,Laboratory Technician,10,9,1,5
35,0,Travel Rarely,670,Research & Development,10,4,51,Healthcare Representative,5,2,0,4
39,0,Travel Rarely,1462,Sales,6,3,38,Sales Executive,7,6,7,6
29,0,Travel Frequently,995,Research & Development,2,1,87,Healthcare Representative,6,4,1,3
50,0,Travel Rarely,264,Sales,9,3,59,Manager,1,0,0,0
23,0,Travel Rarely,977,Research & Development,10,3,45,Research Scientist,2,2,2,2
36,0,Travel Frequently,1302,Research & Development,6,4,80,Laboratory Technician,3,2,0,2
42,0,Travel Rarely,1059,Research & Development,9,2,93,Manager,1,0,0,1
35,0,Travel Rarely,750,Research & Development,28,3,46,Laboratory Technician,10,9,6,8
34,0,Travel Frequently,653,Research & Development,10,4,92,Healthcare Representative,8,2,7,7
40,0,Travel Rarely,118,Sales,14,2,84,Sales Executive,5,4,1,2
43,0,Travel Rarely,990,Research & Development,27,3,87,Laboratory Technician,6,4,0,2
35,0,Travel Rarely,1349,Research & Development,7,2,63,Laboratory Technician,1,0,0,1
46,0,Travel Rarely,563,Sales,1,4,56,Manager,26,0,0,12
28,1,Travel Rarely,329,Research & Development,24,3,51,Laboratory Technician,1,1,0,0
22,0,Non-Travel,457,Research & Development,26,2,85,Research Scientist,4,2,1,3
50,0,Travel Frequently,1234,Research & Development,20,5,41,Healthcare Representative,30,8,12,13
32,0,Travel Rarely,634,Research & Development,5,4,35,Research Scientist,3,2,0,2
44,0,Travel Rarely,1313,Research & Development,7,3,31,Research Director,22,7,1,10
30,0,Travel Rarely,241,Research & Development,7,3,48,Research Scientist,6,4,1,1
45,0,Travel Rarely,1015,Research & Development,5,5,50,Laboratory Technician,10,7,1,4
45,0,Non-Travel,336,Sales,26,3,52,Sales Executive,10,7,4,5
31,0,Travel Frequently,715,Sales,2,4,54,Sales Executive,5,2,0,3
36,0,Travel Rarely,559,Research & Development,12,4,76,Manufacturing Director,3,2,1,1
34,0,Travel Frequently,426,Research & Development,10,4,42,Manufacturing Director,9,7,7,2
49,0,Travel Rarely,722,Research & Development,25,4,84,Laboratory Technician,9,6,1,4
39,0,Travel Rarely,1387,Research & Development,10,5,76,Manufacturing Director,7,7,7,7
27,0,Travel Rarely,1302,Research & Development,19,3,67,Laboratory Technician,7,7,0,7
35,0,Travel Rarely,819,Research & Development,18,5,48,Research Scientist,16,15,1,10
28,0,Travel Rarely,580,Research & Development,27,3,39,Manufacturing Director,5,3,0,0
21,0,Travel Rarely,546,Research & Development,5,1,97,Research Scientist,2,2,2,2
18,1,Travel Frequently,544,Sales,3,2,70,Sales Representative,0,0,0,0
47,0,Travel Rarely,1176,Human Resources,26,4,98,Manager,5,2,1,0
39,0,Travel Rarely,170,Research & Development,3,2,76,Laboratory Technician,10,8,0,7
40,0,Travel Rarely,884,Research & Development,15,3,80,Manufacturing Director,18,15,14,12
35,0,Non-Travel,208,Research & Development,8,4,52,Healthcare Representative,14,11,2,9
37,0,Travel Rarely,671,Research & Development,19,3,85,Manufacturing Director,4,3,0,2
39,0,Travel Frequently,711,Research & Development,4,3,81,Manufacturing Director,9,2,3,8
45,0,Travel Rarely,1329,Research & Development,2,2,59,Manufacturing Director,10,7,3,9
38,0,Travel Rarely,397,Research & Development,2,2,54,Manufacturing Director,5,4,0,2
35,1,Travel Rarely,737,Sales,10,3,55,Sales Executive,13,12,6,0
37,0,Travel Rarely,1470,Research & Development,10,3,71,Research Scientist,8,4,7,7
40,0,Travel Rarely,448,Research & Development,16,3,84,Manufacturing Director,4,2,3,3
44,0,Travel Frequently,602,Human Resources,1,5,37,Human Resources,10,7,0,2
48,0,Travel Frequently,365,Research & Development,4,5,89,Manager,2,2,2,2
35,1,Travel Rarely,763,Sales,15,2,59,Sales Executive,2,2,2,2
24,0,Travel Frequently,567,Research & Development,2,1,32,Research Scientist,6,3,1,3
27,0,Travel Rarely,486,Research & Development,8,3,86,Research Scientist,3,2,0,2
27,0,Travel Frequently,591,Research & Development,2,3,87,Research Scientist,4,2,1,2
40,1,Travel Rarely,1329,Research & Development,7,3,73,Laboratory Technician,4,2,0,3
29,0,Travel Rarely,469,Sales,10,3,42,Sales Executive,5,2,1,4
36,0,Travel Rarely,711,Research & Development,5,4,42,Healthcare Representative,3,2,0,2
25,0,Travel Frequently,772,Research & Development,2,1,77,Manufacturing Director,7,7,0,7
39,0,Travel Rarely,492,Research & Development,12,3,66,Manufacturing Director,5,4,1,0
49,0,Travel Rarely,301,Research & Development,22,4,72,Research Director,4,2,1,2
50,0,Travel Rarely,813,Research & Development,17,5,50,Research Director,14,11,1,11
20,0,Travel Rarely,1141,Sales,2,3,31,Sales Representative,2,2,2,2
34,0,Travel Rarely,1130,Research & Development,3,3,66,Research Scientist,11,8,7,9
36,0,Travel Rarely,311,Research & Development,7,3,77,Laboratory Technician,4,3,1,3
49,0,Travel Rarely,465,Research & Development,6,1,41,Healthcare Representative,15,11,2,12
36,0,Non-Travel,894,Research & Development,1,4,33,Manufacturing Director,3,2,1,2
36,0,Travel Rarely,1040,Research & Development,3,2,79,Healthcare Representative,5,4,0,4
54,0,Travel Rarely,584,Research & Development,22,5,91,Manager,10,8,4,7
43,0,Travel Rarely,1291,Research & Development,15,2,65,Research Director,14,10,6,11
35,1,Travel Frequently,880,Sales,12,4,36,Sales Executive,11,9,6,7
38,0,Travel Frequently,1189,Research & Development,1,3,90,Research Scientist,13,11,2,9
29,0,Travel Rarely,991,Sales,5,3,43,Sales Executive,10,0,0,9
33,0,Travel Rarely,392,Sales,2,4,93,Sales Executive,6,2,0,4
32,0,Travel Rarely,977,Research & Development,2,3,45,Research Scientist,9,5,1,6
31,0,Travel Rarely,1112,Sales,5,4,67,Sales Executive,10,0,0,2
49,0,Travel Rarely,464,Research & Development,16,3,74,Laboratory Technician,2,2,2,2
38,0,Travel Frequently,148,Research & Development,2,3,42,Laboratory Technician,4,3,3,3
47,0,Travel Rarely,1225,Sales,2,4,47,Manager,3,2,1,2
49,0,Travel Rarely,809,Research & Development,1,3,36,Manager,8,7,0,0
41,0,Travel Rarely,1206,Sales,23,2,80,Sales Executive,2,0,0,2
20,0,Travel Rarely,727,Sales,9,1,54,Sales Representative,2,2,0,2
33,0,Non-Travel,530,Sales,16,3,36,Sales Executive,6,5,1,2
36,0,Travel Rarely,1351,Research & Development,26,4,80,Healthcare Representative,3,2,0,2
44,0,Travel Rarely,528,Human Resources,1,3,44,Human Resources,2,2,2,2
23,1,Travel Rarely,1320,Research & Development,8,1,93,Laboratory Technician,5,4,1,2
38,0,Travel Rarely,1495,Research & Development,4,2,87,Laboratory Technician,0,0,0,0
53,0,Travel Rarely,1395,Research & Development,24,4,48,Healthcare Representative,4,3,1,2
48,1,Travel Frequently,708,Sales,7,2,95,Sales Representative,9,7,7,7
32,1,Travel Rarely,1259,Research & Development,2,4,95,Laboratory Technician,1,0,0,0
26,0,Non-Travel,786,Research & Development,7,3,76,Laboratory Technician,7,7,5,7
55,0,Travel Rarely,1441,Research & Development,22,3,94,Research Scientist,4,2,1,2
34,0,Travel Rarely,1157,Research & Development,5,2,57,Laboratory Technician,15,10,4,13
60,0,Travel Rarely,370,Research & Development,1,4,92,Healthcare Representative,1,0,0,0
33,0,Travel Rarely,267,Research & Development,21,3,79,Laboratory Technician,14,11,2,13
37,0,Travel Frequently,1278,Sales,1,4,31,Sales Executive,6,3,1,3
34,0,Travel Rarely,678,Research & Development,19,3,35,Research Scientist,10,9,8,7
23,1,Travel Rarely,427,Sales,7,3,99,Sales Representative,3,2,0,2
44,0,Travel Rarely,921,Research & Development,2,3,96,Healthcare Representative,8,7,6,7
35,0,Travel Frequently,146,Research & Development,2,4,79,Research Scientist,5,4,1,4
43,0,Travel Rarely,1179,Sales,2,3,73,Sales Executive,10,9,8,8
24,0,Travel Rarely,581,Research & Development,9,3,62,Research Scientist,5,3,0,4
41,0,Travel Rarely,918,Sales,6,3,35,Sales Executive,10,8,8,7
29,0,Travel Rarely,1082,Research & Development,9,4,43,Laboratory Technician,5,3,1,2
36,0,Travel Rarely,530,Sales,2,4,51,Sales Representative,13,7,6,7
45,0,Non-Travel,1238,Research & Development,1,1,74,Healthcare Representative,23,15,14,4
24,1,Travel Rarely,240,Human Resources,22,1,58,Human Resources,1,0,0,0
47,1,Travel Frequently,1093,Sales,9,3,82,Sales Executive,23,5,14,10
26,0,Travel Rarely,390,Research & Development,17,4,62,Laboratory Technician,3,2,0,2
45,0,Travel Rarely,1005,Research & Development,28,2,48,Research Director,21,6,8,6
32,0,Travel Frequently,585,Research & Development,10,3,56,Research Scientist,5,2,1,3
31,0,Travel Rarely,741,Research & Development,2,4,69,Laboratory Technician,5,2,0,3
41,0,Non-Travel,552,Human Resources,4,3,60,Human Resources,3,2,1,2
40,0,Travel Rarely,369,Research & Development,8,2,92,Manufacturing Director,1,0,0,0
24,0,Travel Rarely,506,Research & Development,29,1,91,Laboratory Technician,6,2,1,2
46,0,Travel Rarely,717,Research & Development,13,4,34,Healthcare Representative,10,7,0,9
35,0,Travel Rarely,1370,Research & Development,27,4,49,Manufacturing Director,7,7,0,7
30,0,Travel Rarely,793,Research & Development,16,1,33,Research Scientist,10,0,0,8
47,0,Non-Travel,543,Sales,2,4,87,Sales Executive,1,0,0,0
46,0,Travel Rarely,1277,Sales,2,3,74,Sales Executive,10,6,0,3
36,1,Travel Rarely,1456,Sales,13,5,96,Sales Executive,2,2,2,2
32,1,Travel Rarely,964,Sales,1,2,34,Sales Executive,0,0,0,0
23,0,Travel Rarely,160,Research & Development,4,1,51,Laboratory Technician,3,2,1,2
31,0,Travel Frequently,163,Research & Development,24,1,30,Manufacturing Director,5,4,1,4
39,0,Non-Travel,792,Research & Development,1,3,77,Laboratory Technician,9,8,5,8
32,0,Travel Rarely,371,Sales,19,3,80,Sales Executive,4,3,0,2
40,0,Travel Rarely,611,Sales,7,4,88,Manager,21,8,12,8
45,0,Travel Rarely,176,Human Resources,4,3,56,Human Resources,5,0,0,3
30,0,Travel Frequently,1312,Research & Development,2,4,78,Research Scientist,9,7,0,7
24,0,Travel Frequently,897,Human Resources,10,3,59,Human Resources,2,2,2,1
30,1,Travel Frequently,600,Human Resources,8,3,66,Human Resources,4,2,1,2
31,0,Travel Rarely,1003,Sales,5,3,51,Sales Executive,5,2,0,2
27,0,Travel Rarely,1054,Research & Development,8,3,67,Research Scientist,6,2,1,4
29,1,Travel Rarely,428,Sales,9,3,52,Sales Representative,2,2,2,2
29,0,Travel Frequently,461,Research & Development,1,3,70,Healthcare Representative,3,2,0,2
30,0,Travel Rarely,979,Sales,15,2,94,Sales Executive,7,7,1,7
34,0,Travel Rarely,181,Research & Development,2,4,97,Research Scientist,5,0,1,2
33,0,Non-Travel,1283,Sales,2,3,62,Sales Executive,11,7,1,7
49,0,Travel Rarely,1313,Sales,11,4,80,Sales Executive,5,1,0,4
33,1,Travel Rarely,211,Sales,16,3,74,Sales Executive,0,0,0,0
38,0,Travel Frequently,594,Research & Development,2,2,75,Laboratory Technician,6,1,0,5
31,1,Travel Rarely,1079,Sales,16,4,70,Sales Executive,1,0,0,0
29,0,Travel Rarely,590,Research & Development,4,3,91,Research Scientist,1,0,0,0
30,0,Travel Rarely,305,Research & Development,16,3,58,Healthcare Representative,7,0,1,7
32,0,Non-Travel,953,Research & Development,5,4,65,Research Scientist,7,7,0,7
38,0,Travel Rarely,833,Research & Development,18,3,60,Healthcare Representative,1,0,1,0
43,1,Travel Frequently,807,Research & Development,17,3,38,Research Scientist,1,0,0,0
42,0,Travel Rarely,855,Research & Development,12,3,57,Laboratory Technician,5,3,0,4
55,0,Travel Rarely,478,Research & Development,2,3,60,Research Director,1,0,0,0
33,0,Non-Travel,775,Research & Development,4,3,90,Research Scientist,9,8,1,7
41,0,Travel Rarely,548,Research & Development,9,4,94,Laboratory Technician,5,3,0,4
34,0,Non-Travel,1375,Sales,10,3,87,Sales Executive,15,14,0,7
53,0,Non-Travel,661,Research & Development,1,4,60,Manufacturing Director,3,2,0,2
43,0,Travel Rarely,244,Human Resources,2,3,97,Human Resources,9,7,1,8
34,0,Travel Rarely,511,Sales,3,2,32,Sales Executive,2,2,2,2
21,1,Travel Rarely,337,Sales,7,1,31,Sales Representative,1,0,1,0
38,0,Travel Rarely,1153,Research & Development,6,2,40,Laboratory Technician,5,4,0,4
22,1,Travel Rarely,1294,Research & Development,8,1,79,Laboratory Technician,1,0,0,0
31,0,Travel Rarely,196,Sales,29,4,91,Sales Executive,12,7,5,7
51,0,Travel Rarely,942,Research & Development,3,3,53,Manager,2,2,2,2
37,0,Travel Rarely,589,Sales,9,2,46,Sales Executive,5,2,0,3
46,0,Travel Rarely,734,Research & Development,2,4,46,Research Director,2,1,2,2
36,0,Travel Rarely,1383,Research & Development,10,3,90,Healthcare Representative,12,8,5,7
44,1,Travel Frequently,429,Research & Development,1,2,99,Research Scientist,5,3,2,3
37,0,Travel Rarely,1239,Human Resources,8,2,89,Human Resources,10,0,4,7
35,1,Travel Rarely,303,Sales,27,3,84,Sales Executive,10,7,7,7
33,0,Travel Rarely,867,Research & Development,8,4,90,Research Scientist,10,8,7,6
28,0,Travel Rarely,1181,Research & Development,1,3,82,Research Scientist,5,3,0,3
39,0,Travel Rarely,1253,Research & Development,10,1,65,Research Director,4,3,2,2
46,0,Non-Travel,849,Sales,26,2,98,Sales Executive,2,2,2,2
40,0,Travel Rarely,616,Research & Development,2,2,99,Laboratory Technician,4,3,0,2
42,0,Travel Rarely,1128,Research & Development,13,3,95,Healthcare Representative,0,0,0,0
35,0,Non-Travel,1180,Research & Development,2,2,90,Manufacturing Director,7,7,1,7
38,0,Non-Travel,1336,Human Resources,2,3,100,Human Resources,11,10,3,8
34,1,Travel Frequently,234,Research & Development,9,4,93,Laboratory Technician,7,1,0,7
37,1,Travel Rarely,370,Research & Development,10,4,58,Manufacturing Director,10,3,0,8
39,0,Travel Frequently,766,Sales,20,3,83,Sales Executive,2,1,2,2
43,0,Non-Travel,343,Research & Development,9,3,52,Research Scientist,3,2,1,2
41,0,Travel Rarely,447,Research & Development,5,3,85,Healthcare Representative,3,2,1,2
41,0,Travel Rarely,796,Sales,4,1,81,Sales Executive,22,14,13,5
30,0,Travel Rarely,1092,Research & Development,10,3,64,Manufacturing Director,7,7,0,2
26,1,Travel Rarely,920,Human Resources,20,2,69,Human Resources,5,1,1,4
46,1,Travel Rarely,261,Research & Development,21,2,66,Healthcare Representative,9,7,3,7
40,0,Travel Rarely,1194,Research & Development,1,3,52,Healthcare Representative,5,3,0,3
34,0,Travel Rarely,810,Sales,8,2,92,Sales Executive,10,8,4,8
58,0,Non-Travel,350,Sales,2,3,52,Manager,16,9,14,14
35,0,Travel Rarely,185,Research & Development,23,4,91,Laboratory Technician,5,4,0,3
47,0,Travel Rarely,1001,Research & Development,4,3,92,Manufacturing Director,22,11,14,10
40,0,Travel Rarely,750,Research & Development,12,3,47,Healthcare Representative,7,4,7,7
54,0,Travel Rarely,431,Research & Development,7,4,68,Research Scientist,7,1,1,7
31,0,Travel Frequently,1125,Sales,7,4,68,Sales Executive,3,2,2,2
28,0,Travel Rarely,1217,Research & Development,1,3,67,Research Scientist,3,2,1,2
38,0,Travel Rarely,723,Sales,2,4,77,Sales Representative,4,2,0,3
26,0,Travel Rarely,572,Sales,10,3,46,Sales Executive,5,3,1,2
58,0,Travel Frequently,1216,Research & Development,15,4,87,Research Director,2,2,2,2
18,0,Non-Travel,1431,Research & Development,14,3,33,Research Scientist,0,0,0,0
31,1,Travel Rarely,359,Human Resources,18,5,89,Human Resources,1,0,0,0
29,1,Travel Rarely,350,Human Resources,13,3,56,Human Resources,2,2,2,0
45,0,Non-Travel,589,Sales,2,4,67,Sales Executive,8,7,5,7
36,0,Travel Rarely,430,Research & Development,2,4,73,Research Scientist,1,0,0,0
43,0,Travel Frequently,1422,Sales,2,4,92,Sales Executive,7,7,7,7
27,0,Travel Frequently,1297,Research & Development,5,2,53,Laboratory Technician,5,4,0,2
29,0,Travel Frequently,574,Research & Development,20,1,40,Laboratory Technician,11,8,3,10
32,0,Travel Frequently,1318,Sales,10,4,79,Sales Executive,0,0,0,0
42,0,Non-Travel,355,Research & Development,10,4,38,Research Scientist,6,3,3,3
47,0,Travel Rarely,207,Research & Development,9,4,64,Laboratory Technician,2,2,2,0
46,0,Travel Rarely,706,Research & Development,2,2,82,Manufacturing Director,9,8,4,7
28,0,Non-Travel,280,Human Resources,1,2,43,Human Resources,3,2,2,2
29,0,Travel Rarely,726,Research & Development,29,1,93,Healthcare Representative,7,0,1,6
42,0,Travel Rarely,1142,Research & Development,8,3,81,Laboratory Technician,0,0,0,0
32,1,Travel Rarely,414,Sales,2,4,82,Sales Executive,2,2,2,2
46,0,Travel Rarely,1319,Sales,3,3,45,Sales Executive,19,17,2,8
27,0,Travel Rarely,728,Sales,23,1,36,Sales Representative,9,8,5,8
29,0,Travel Rarely,352,Human Resources,6,1,87,Human Resources,1,0,0,0
43,0,Travel Rarely,823,Research & Development,6,3,81,Manager,16,12,6,14
48,0,Travel Rarely,1224,Research & Development,10,3,91,Research Director,22,10,12,9
29,1,Travel Frequently,459,Research & Development,24,2,73,Research Scientist,1,0,1,0
46,1,Travel Rarely,1254,Sales,10,3,64,Sales Executive,8,7,0,7
27,0,Travel Frequently,1131,Research & Development,15,3,77,Research Scientist,7,6,7,3
39,0,Travel Rarely,835,Research & Development,19,4,41,Research Scientist,2,2,2,2
55,0,Travel Rarely,836,Research & Development,2,4,98,Research Scientist,5,2,0,4
28,0,Travel Rarely,1172,Sales,3,3,78,Sales Representative,1,0,0,0
30,1,Travel Rarely,945,Sales,9,3,89,Sales Representative,1,0,0,0
22,1,Travel Rarely,391,Research & Development,7,1,75,Research Scientist,1,0,0,0
36,0,Travel Rarely,1266,Sales,10,4,63,Sales Executive,10,9,1,7
31,0,Travel Rarely,311,Research & Development,20,3,89,Laboratory Technician,10,8,0,2
34,0,Travel Rarely,1480,Sales,4,3,64,Sales Executive,5,3,1,0
29,0,Travel Rarely,592,Research & Development,7,3,59,Laboratory Technician,3,2,1,2
37,0,Travel Rarely,783,Research & Development,7,4,78,Research Scientist,5,3,0,4
35,0,Travel Rarely,219,Research & Development,16,2,44,Manufacturing Director,3,2,0,2
45,0,Travel Rarely,556,Research & Development,25,2,93,Manufacturing Director,9,8,3,8
36,0,Travel Frequently,1213,Human Resources,2,1,94,Human Resources,10,1,0,8
40,0,Travel Rarely,1137,Research & Development,1,4,98,Manager,19,7,11,16
26,0,Travel Rarely,482,Research & Development,1,2,90,Research Scientist,1,0,1,0
27,0,Travel Rarely,511,Sales,2,2,89,Sales Executive,8,7,0,7
48,0,Travel Frequently,117,Research & Development,22,3,58,Manager,22,17,4,7
