,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for two people)
213,Roti Ghar,1,No,3.9 out of 5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500
214,Baisakhi,1,No,3.8 out of 5,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",500
215,Poonam Sweets,0,No,4.4 out of 5,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",150
216,Polar Bear,1,No,3.9 out of 5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400
217,Floured-Baked With Love,0,No,3.8 out of 5,"Cup Cake, Chocolate Cake",400
218,Sri Venkateshwara Sweet Meat Stall,0,No,4.0 out of 5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",400
219,A2B Veg - Adyar Ananda Bhavan,1,No,2.7 out of 5,Masala Dosa,400
220,Jcubez,0,Yes,3.8 out of 5,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries","1,300"
221,Chung Wah,1,No,3.9 out of 5,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb",900
222,Iyer's Tiffin Centre,0,No,3.8 out of 5,"Kesari Bath, Masala Dosa",150
223,Beijing Bites,0,No,2.7 out of 5,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill",850
224,Pizza Hut,1,No,3.7 out of 5,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade",750
225,Taaza Thindi,0,No,4.7 out of 5,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",100
226,Sri Laxmi Venkateshwara Coffee Bar,0,No,4.4 out of 5,"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada",100
227,Messy Bowl,0,No,3.8 out of 5,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi",500
228,Hotel Mangala,0,No,3.9 out of 5,"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar",250
229,SLV Swadishta,0,No,3.8 out of 5,"Coffee, Jeera Rice, Masala Dosa, Neer Dosa",300
230,New Sagar Fast Food,0,No,3.6 out of 5,"Vegetable Biryani, Masala Dosa, Kulcha, Masala Papad, Tomato Soup",250
231,Pizza Stop,1,No,3.0 out of 5,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza",600
232,SLV Refreshment,0,No,4.1 out of 5,"Coffee, Masala Dosa, Kharabath, Idli Vada, Kesari Bath",100
233,Kavali,0,No,4.0 out of 5,"Cheese Dosa, Chocolate Dosa, Corn Dosa, Pesarattu, Bread Dosa",300
234,Ranganna Military Hotel,0,No,4.2 out of 5,"Mutton Biryani, Mutton Chops, Chicken Biryani, Chicken Fry, Paya, Mutton Fry, Chilli Chicken",350
235,Vidyarthi Bhavan,0,No,4.4 out of 5,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",150
236,Bharjari Oota,0,No,3.9 out of 5,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",350
237,Soho Bar & Grill,0,No,2.7 out of 5,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries","1,100"
238,Bhavani Restaurant,0,No,3.9 out of 5,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali",300
239,Zephyr,0,No,3.9 out of 5,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian",650
240,Hotel Dwarka,0,No,4.2 out of 5,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",250
241,Ma-Arya Family Restaurant,0,No,3.7 out of 5,"Mutton Biryani, Crispy Fried Chicken",600
242,Udupi Sri Krishna Bhavan,0,No,4.1 out of 5,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",600
243,Ice Thunder,0,No,3.8 out of 5,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers",300
244,Upahara Darshini,0,No,4.2 out of 5,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",150
245,Mahalaxmi Tiffin Room,0,No,4.1 out of 5,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",100
246,Sandwichwallas,1,No,4.0 out of 5,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",200
247,Basavanagudi Mylari,0,No,4.0 out of 5,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",300
248,Pramukh Family Restaurant,0,No,3.9 out of 5,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts",700
249,Vybhava,0,No,3.8 out of 5,"Masala Dosa, Idli, Vada Sambar",250
250,Shree Venkateshwara North Karnataka Hotel,0,No,4.0 out of 5,"Buttermilk, Jolada Rotti",200
251,Belly Squad Food Truck,0,No,3.8 out of 5,"Biryani, Momos, Rolls",300
252,Deja Vu Resto Bar,1,Yes,4.4 out of 5,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",900
253,Fattoush,1,Yes,4.2 out of 5,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","1,000"
254,Empire Restaurant,1,No,4.3 out of 5,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken",750
255,Abhiruchi Hotel,1,No,3.3 out of 5,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice",550
256,Barbeque Nation,0,Yes,4.7 out of 5,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","1,600"
257,Sattvam,0,No,4.3 out of 5,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","1,200"
258,24th Main,0,Yes,4.1 out of 5,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",800
259,Zaitoon,1,Yes,4.1 out of 5,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","1,000"
260,Oye Amritsar,1,Yes,3.8 out of 5,"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka","1,000"
261,Melt - Eden Park,1,Yes,4.0 out of 5,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","1,000"
262,Spice Code,0,Yes,4.0 out of 5,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani","1,000"
263,The Onyx - The HHI Select Bengaluru,0,No,3.3 out of 5,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",950
264,Sankranthi Veg Restaurant,1,No,3.0 out of 5,"Tea, Vada Sambar, Masala Dosa",600
265,Cafe Kabana,0,Yes,4.0 out of 5,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs",700
266,Butterly,1,No,3.9 out of 5,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake",450
267,Black Mug Cafe,1,No,3.7 out of 5,Coffee,300
268,#refuel,1,No,3.7 out of 5,"Thick Shakes, Sandwiches, Pasta, Mocktails",400
269,WAFL,1,No,3.9 out of 5,Waffles,400
270,Vaho Kafe & Pressery,0,No,3.9 out of 5,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",500
271,Dreamcatcher,1,No,3.9 out of 5,"English Breakfast, Sandwiches",600
272,Cafe Arabica,0,No,3.8 out of 5,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700
273,Kalmane Koffees,0,No,3.9 out of 5,"Brownie, Filter Coffee",350
274,Brews N Bites,1,No,2.7 out of 5,Thin Crust Pizza,650
275,Slate Cafe,1,No,4.1 out of 5,"Pasta, Sandwiches",600
276,Dialogues,0,No,4.0 out of 5,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries",600
277,Mudpipe Cafe,1,Yes,3.9 out of 5,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers",800
278,TAB - Take A Break,0,No,4.1 out of 5,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550
279,Biggies Burger 'n' More,1,No,4.1 out of 5,"Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges",650
280,Onesta,1,Yes,4.4 out of 5,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600
281,Cafe Potpourri,1,No,3.7 out of 5,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",400
282,Vinaya Coffee Moments,1,No,3.7 out of 5,"Filter Coffee, Pizza, Pasta",450
283,Cuppa,0,No,3.4 out of 5,"Coffee, Potato Wedges, Tea",550
284,Skytouch Le Cafe,1,No,3.7 out of 5,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles",700
285,Woodee Pizza,1,No,2.7 out of 5,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes",500
286,eat.fit,1,No,4.5 out of 5,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500
287,Sai Abhiruchi,1,No,3.7 out of 5,"Dum Biryani, Dal Fry, Paneer Biryani",800
288,Capsicum Family Restaurant,1,No,3.8 out of 5,Mutton Biryani,800
289,Easy Bites,1,No,4.1 out of 5,"Sandwich, Crispy Chicken, French Fries",300
290,Hiyar Majhe Kolkata,1,No,4.0 out of 5,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali",400
291,Sri Lakshmi Dhaba,1,No,2.9 out of 5,"Paratha, Shahi Paneer",250
292,XO Belgian Waffle,1,No,4.5 out of 5,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",400
293,Swadista Aahar,1,No,4.1 out of 5,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali",300
294,Al-Bek,1,No,3.6 out of 5,"Chicken Grill, Biryani",300
295,Aniram's,1,No,4.1 out of 5,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala",500
296,Punjabi Nawabi,1,No,3.8 out of 5,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",400
297,Swad Punjab Da,1,No,4.0 out of 5,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",150
298,BOX8- Desi Meals,1,No,4.1 out of 5,"Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches",500
299,Roti Wala,1,No,4.0 out of 5,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",300
300,Midnight Mania,1,No,4.1 out of 5,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake",700
301,Kitchens@JP Nagar,1,No,3.9 out of 5,Vegetable Biryani,400
302,Krishna Kuteera,1,No,4.0 out of 5,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori",400
303,Apna Punjab,1,No,3.6 out of 5,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",450
304,Paratha Junction,1,No,2.9 out of 5,"Paratha, Kadai Paneer",300
305,Nellore Bhojanam,1,No,3.1 out of 5,Biryani,250
306,Momoz,1,No,4.0 out of 5,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo",600
307,Kalingas,1,No,3.9 out of 5,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali",250
308,Kanteen The Eatery,1,No,3.9 out of 5,"Chole Bhature, Pav Bhaji, Misal Pav",400
309,Kullad Cafe,1,No,3.9 out of 5,"Poha, Coffee, Chai, Rolls, Ginger Tea, Aloo Paratha, Elaichi Tea",200
310,Donne Biriyani House,1,No,3.3 out of 5,"Biryani, Kshatriya Kebab",350
311,Litti Twist,1,No,4.1 out of 5,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai",300
312,FreshMenu,1,No,3.3 out of 5,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants",450
313,Shanthi Sagar,1,No,3.6 out of 5,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer",400
314,Cakebuy,1,No,3.9 out of 5,Chocolate Truffle,350
315,Five Star Chicken,1,No,3.9 out of 5,Fries,300
316,Corner House Ice Cream,1,No,4.4 out of 5,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee",400
317,Behrouz Biryani,1,No,4.0 out of 5,"Gulab Jamun, Vegetable Biryani, Mint Raita",650
318,Hind Ka Chulah,1,No,3.8 out of 5,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan",600
319,Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,No,3.6 out of 5,"Fruit Custard, Russian Cutlet",300
320,Pizza Hut,1,No,2.7 out of 5,Prompt Service,750
321,Subway,1,No,3.2 out of 5,Salad,600
322,Biryani Durbar,1,No,3.7 out of 5,"Chicken Biryani, Chicken Kebab",400
323,Mahesh Friends Food Center,1,No,2.9 out of 5,Lassi,300
324,Kabab Magic,1,No,4.0 out of 5,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll, Pulpy Grape Juice",400
325,Burger King,1,No,3.8 out of 5,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings",600
326,Dadi's Dum Biryani,1,Yes,4.0 out of 5,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda",800
327,Alankrutha,1,No,3.9 out of 5,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani",500
328,Paradise,1,No,4.0 out of 5,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani",800
329,Mughlai Kitchen,1,No,3.5 out of 5,"Momos, Oreo Shake",600
330,Andhra Ruchulu,1,Yes,4.2 out of 5,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani",800
331,Adithya,1,No,4.0 out of 5,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea",300
332,Cheesiano Pizza,1,Yes,4.0 out of 5,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza",700
333,Le Arabia,1,No,NEW,Chicken Biryani,600
334,KFC,1,No,3.9 out of 5,"Burgers, Wings, Fries, Rice Bowl, Popcorn Chicken, Zinger Burger, Chicken Snacker",400
335,Dande's Hyderabad Biryani,1,No,3.8 out of 5,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani",700
336,Upahara Bhavan,1,No,3.8 out of 5,"Masala Dosa, Idli, Coffee, Vada, Set Dosa",300
337,Shuddh Desi Khana,1,No,4.0 out of 5,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",400
338,Aramane Donne Biriyani,1,No,3.9 out of 5,"Egg Biryani, Donne Biryani",300
339,Mani's Dum Biryani,1,No,4.2 out of 5,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani",750
340,Amontron,1,No,3.9 out of 5,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",650
341,Birinz,1,No,4.1 out of 5,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Tomato Soup, Mutton Biryani, Butter Chicken Biryani, Paneer Biryani",700
342,Just Shawarma,1,No,3.6 out of 5,"Fries, Whole Meat Shawarma",300
343,Hyderabadi Bawarchi,1,No,3.2 out of 5,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani",500
344,Fish Chain,1,No,3.9 out of 5,Fish Curry,250
345,Prasiddhi Food Corner,1,No,3.7 out of 5,Coffee,200
346,Hyderabad Biryaani House,1,No,3.6 out of 5,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice",550
347,Galito's,1,No,4.6 out of 5,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","1,000"
348,Rajdhani Thali Restaurant,1,Yes,3.9 out of 5,"Mango Lassi, Dhokla, Khichda, Kesaria Lassi, Rajdhani Thali, Rabri, Buttermilk",900
349,PHEW (Play Hard Eat Wild),1,Yes,3.9 out of 5,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",700
350,Chicken County Grand,1,No,3.9 out of 5,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll",650
351,Roll Over,1,No,4.1 out of 5,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles",500
352,Savoury - Sea Shell Restaurant,1,Yes,3.9 out of 5,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food",900
353,Firangi Bake,1,No,4.0 out of 5,Lasagne,600
354,Kundana,1,No,3.7 out of 5,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",800
355,The Shawarma Shop,1,No,4.1 out of 5,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",250
356,Faasos,1,No,3.9 out of 5,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls",500
357,Punjabi Food Corner,1,No,3.0 out of 5,"Kheer, Lassi, Paratha, Amritsari Kulcha, Dal Makhani, Chole Bhature, Aloo Kulcha",400
358,Mealer.in,1,No,4.0 out of 5,"Rajma, Dal Makhani, Kadhi Chawal, Dal Tadka",450
359,Pathaan Sir,1,No,3.9 out of 5,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll",250
360,Cold Stone Creamery,1,No,3.9 out of 5,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",400
361,Amritsari Kulcha Land,1,No,4.1 out of 5,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",300
362,Chokha Chowka,1,No,3.9 out of 5,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer",400
363,Gorbandh,1,No,4.1 out of 5,"Aloo Paratha, Samosa, Kachori, Poha, Chaat",400
364,Grills & Rolls,1,No,2.5 out of 5,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice",400
365,Bathinda Junction,1,No,3.9 out of 5,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",600
366,Stories,1,Yes,4.2 out of 5,"Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","1,200"
367,Kanti Sweets,1,No,4.0 out of 5,"Rasmalai, Pav Bhaji",400
368,Seasons,1,Yes,3.8 out of 5,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","1,000"
369,Chung Wah,1,No,4.0 out of 5,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll",800
370,Marwa Restaurant,1,Yes,3.5 out of 5,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry",600
371,Shanghai Court,1,No,4.2 out of 5,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry",700
372,Bhojohori Manna,1,No,3.7 out of 5,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi",650
373,Hunger Bee,1,No,3.8 out of 5,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar",500
374,Yum In My Tum,1,No,4.1 out of 5,"Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice",300
375,Biryani Miya,1,No,3.7 out of 5,Chicken Biryani,600
376,Chulha Chauki Da Dhaba,1,No,4.2 out of 5,"Egg Chilli, Chilli Babycorn, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",800
377,Magix's Parattha Roll,1,No,3.7 out of 5,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",400
378,Elegant Dining,1,Yes,3.6 out of 5,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala",700
379,Waffle Head,1,No,4.0 out of 5,"Marshmallow, Chocolate Waffles",300
380,Basmati Delights,1,No,4.0 out of 5,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani",500
381,Samosa Singh,1,No,4.0 out of 5,"Samosa, Chicken Chettinad, Murgh Makhani",200
382,Cravings,1,No,3.7 out of 5,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole",400
383,Matka,1,No,3.7 out of 5,Biryani,500
384,Punjabi Swag,1,No,3.9 out of 5,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",500
385,Taco Bell,1,No,3.7 out of 5,"Tacos, Fries, Nachos, Burrito",600
386,Mother's Rasoi,1,No,3.8 out of 5,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali",250
387,Dosa Bazaar,1,No,4.0 out of 5,"Cheese Dosa, Tea, Pizza Dosa",200
388,The Bong Palate,1,No,3.8 out of 5,"Mutton Kosha, Basanti Pulao, Chicken Biryani",300
389,Upahara Darshini,1,No,4.0 out of 5,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup",400
390,Bikaner Jn,1,No,3.9 out of 5,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",300
391,Crunch Pizzas,1,No,2.6 out of 5,"Pie, Thin Crust Pizza, Cheesy Pizza, Pepperoni Pizza, Paneer Pizza",600
392,Kakal-Kai Ruchi,1,No,3.7 out of 5,"Masala Dosa, Babycorn Manchurian, Filter Coffee, Chaat, Dahipuri, Masala Papad, Raagi Dosa",500
393,Calorie Express,1,No,3.6 out of 5,Chicken Sandwich,450
394,BANGALORE BOX,1,Yes,4.2 out of 5,"Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta","1,500"
395,Ovenstory Pizza,1,No,4.0 out of 5,Cheesy Pizza,750
396,Chavadi,1,Yes,4.4 out of 5,"Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles","1,200"
397,Nanna Munna Paratha House,1,No,4.0 out of 5,"Paratha, Palak Paneer",300
398,Cucumber Town,1,No,4.2 out of 5,"Appam, Chicken Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam, Sea Food",600
399,Brewsky,1,Yes,4.4 out of 5,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Drunken Chicken Wings, Cocktails, Mocktails","1,600"
400,Chefeana,1,No,4.0 out of 5,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",400
401,Bangaliana,1,No,2.9 out of 5,"Masala Prawn, Mutton Kosha, Thali, Mutton Curry, Luchi, Fish Cutlet, Bengali Pulao",600
402,Gud Dhani,1,No,4.0 out of 5,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",500
403,McDonald's,1,No,4.0 out of 5,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap",500
404,Deejas Kitchen,1,No,3.9 out of 5,"Pothichoru, Roast Chicken, Fish Fry",400
405,Pancuzzi,1,No,4.2 out of 5,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake",600
406,Zhang's - Chinese Restaurant,1,No,4.1 out of 5,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes",700
407,Shagun Sweets & Foods,1,No,3.5 out of 5,"Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji",400
408,Dev's Gugababa,1,No,3.5 out of 5,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto",500
409,Oogway Express,1,No,3.9 out of 5,"Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken",600
410,Domino's Pizza,1,No,3.0 out of 5,"Pizza, Garlic Bread",800
411,Pizza Stop,1,No,3.9 out of 5,"Tortilla Chips, Tabasco Pizza, Salsa, Mixed Sauce Pasta, White Sauce Pasta, Manali Pizza, Nawabi Pizza",600
412,The Egg Factory,1,No,4.0 out of 5,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo",750
413,Chow San,1,No,3.0 out of 5,Noodles,500
414,Momo Jojo,1,No,4.3 out of 5,"Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos",300
415,Simply Indian,1,Yes,3.9 out of 5,"Cocktails, Ghee Roast Mutton, Mocktails, Chicken Biryani, Malai Kofta, Chicken Chatpata, Fish",800
416,Rithika's Kitchen,1,No,3.8 out of 5,"Mutton Curry, Chicken Fry, Chicken Biryani, Chicken Curry",350
417,Punjabi Times,1,Yes,4.1 out of 5,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha","1,000"
418,Chai Point,1,No,3.6 out of 5,"Ginger Tea, Ginger Chai, Banana Cake, Masala Chai, Egg Sandwich, Vada Pav",250
419,Cravy Wings,1,No,4.2 out of 5,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger",400
420,Funky Punjab,1,No,3.9 out of 5,"Lassi, Chole, Palak Paneer, Chaap, Paneer Tikka, Panneer Butter Masala, Paratha",500
421,Punjabi Corner,1,No,3.9 out of 5,"Paratha, Chicken Curry",250
